No_;Anchura;Galga;Se fabrica;No_ Mezcla Operativa;Abrefacil;Anchura Bobina (mm);Ancho Total Extrusión;Tratado;Tipo
2000733;0;75;1;MO-100003;0;1500;1500;0;BOB TUBO
2000734;0;80;1;MO-100004;0;1500;1500;0;BOB TUBO
2000735;0;60;1;MO-100002;0;1720;1720;0;BOB TUBO
2000736;0;60;1;MO-100002;0;1800;1800;0;BOB TUBO
2000737;0;70;1;MO-100003;0;1800;1800;0;BOB TUBO
2000740;0;35;1;MO-100001;0;420;840;0;BOB TUBO
2000741;0;35;1;MO-100001;0;420;840;0;BOB TUBO
2000742;0;40;1;MO-100023;0;420;840;0;BOB SETUBO
2000743;0;40;1;MO-100023;0;420;840;0;BOB TUBO
2000744;0;40;1;MO-100023;0;420;840;0;BOB TUBO
2000745;0;350;1;MO-100046;0;440;880;0;BOB TUBO
2000746;0;60;1;MO-100002;0;450;900;0;BOB TUBO
2000747;0;60;1;MO-100002;0;450;900;0;BOB TUBO
2000748;0;350;1;MO-100061;0;490;980;0;BOB TUBO
2000749;0;175;1;MO-100061;0;500;500;0;BOB TUBO
2000750;0;350;1;MO-100071;0;500;500;0;BOB TUBO
2000754;0;110;1;MO-100004;0;600;600;0;BOB TUBO
2000755;0;118;1;MO-100024;0;600;600;0;BOB TUBO
2000756;0;120;1;MO-100004;0;600;600;0;BOB TUBO
2000758;0;140;1;MO-100004;0;600;600;0;BOB TUBO
2000763;0;350;1;MO-100061;0;600;600;0;BOB TUBO
2000764;0;40;1;MO-100001;0;600;600;0;BOB TUBO
2000765;0;45;1;MO-100001;0;600;600;0;BOB TUBO
2000767;0;50;1;MO-100002;0;600;600;0;BOB TUBO
2000769;0;50;1;MO-100002;0;600;600;0;BOB TUBO
2000770;0;50;1;MO-100002;0;600;600;0;BOB TUBO
2000771;0;50;1;MO-100002;0;600;600;0;BOB TUBO
2000772;0;50;1;MO-100002;0;600;600;0;BOB TUBO
2000773;0;50;1;MO-100002;0;600;600;0;BOB TUBO
2000775;0;55;1;MO-100002;0;600;600;0;BOB TUBO
2000777;0;55;1;MO-100002;0;600;600;0;BOB TUBO
2000778;0;57;1;MO-100002;0;600;600;0;BOB TUBO
2000779;0;58;1;MO-100002;0;600;600;0;BOB TUBO
2000780;0;58;1;MO-100002;0;600;600;0;BOB TUBO
2000781;0;60;1;MO-100002;0;600;600;0;BOB TUBO
2000782;0;60;1;MO-100002;0;600;600;0;BOB TUBO
2000783;0;60;1;MO-100004;0;600;600;0;BOB TUBO
2000784;0;60;1;MO-100002;0;600;600;0;BOB TUBO
2000785;0;60;1;MO-100002;0;600;600;0;BOB TUBO
2000786;0;60;1;MO-100002;0;600;600;0;BOB TUBO
2000787;0;60;1;MO-100002;0;600;600;0;BOB TUBO
2000788;0;60;1;MO-100002;0;600;600;0;BOB TUBO
2000790;0;65;1;MO-100002;0;600;600;0;BOB TUBO
2000791;0;65;1;MO-100002;0;600;600;0;BOB TUBO
2000792;0;68;1;MO-100002;0;600;600;0;BOB TUBO
2000794;0;70;1;MO-100002;0;600;600;0;BOB TUBO
2000795;0;70;1;MO-100002;0;600;600;0;BOB TUBO
2000796;0;70;1;MO-100002;0;600;600;0;BOB TUBO
2000797;0;70;1;MO-100002;0;600;600;0;BOB TUBO
2000800;0;75;1;MO-100002;0;600;600;0;BOB TUBO
2000801;0;80;1;MO-100004;0;600;600;0;BOB TUBO
2000802;0;80;1;MO-100004;0;600;600;0;BOB TUBO
2000805;0;80;1;MO-100004;0;600;600;0;BOB TUBO
2000806;0;80;1;MO-100004;0;600;600;0;BOB TUBO
2000807;0;80;1;MO-100024;0;600;600;0;BOB TUBO
2000808;0;90;1;MO-100004;0;600;600;0;BOB TUBO
2000814;0;35;1;MO-100001;0;620;620;0;BOB TUBO
2000819;0;80;1;MO-100024;0;650;650;0;BOB TUBO
2000821;0;37;1;MO-100001;0;690;690;0;BOB TUBO
2000823;0;125;1;MO-100004;0;700;700;0;BOB TUBO
2000824;0;140;1;MO-100004;0;700;700;0;BOB TUBO
2000825;0;150;1;MO-100004;0;700;700;0;BOB TUBO
2000826;0;160;1;MO-100004;0;700;700;0;BOB TUBO
2000828;0;200;1;MO-100061;0;700;700;0;BOB TUBO
2000829;0;36;1;MO-100001;0;700;700;0;BOB TUBO
2000830;0;40;1;MO-100001;0;700;700;0;BOB TUBO
2000831;0;48;1;MO-100001;0;700;700;0;BOB TUBO
2000832;0;50;1;MO-100002;0;700;700;0;BOB TUBO
2000833;0;50;1;MO-100002;0;700;700;0;BOB TUBO
2000834;0;50;1;MO-100002;0;700;700;0;BOB TUBO
2000836;0;50;1;MO-100002;0;700;700;0;BOB TUBO
2000837;0;55;1;MO-100002;0;700;700;0;BOB TUBO
2000838;0;55;1;MO-100002;0;700;700;0;BOB TUBO
2000839;0;55;1;MO-100002;0;700;700;0;BOB TUBO
2000840;0;58;1;MO-100002;0;700;700;0;BOB TUBO
2000841;0;60;1;MO-100002;0;700;700;0;BOB TUBO
2000843;0;60;1;MO-100002;0;700;700;0;BOB TUBO
2000845;0;60;1;MO-100002;0;700;700;0;BOB TUBO
2000846;0;60;1;MO-100002;0;700;700;0;BOB TUBO
2000847;0;60;1;MO-100002;0;700;700;0;BOB TUBO
2000848;0;60;1;MO-100002;0;700;700;0;BOB TUBO
2000849;0;60;1;MO-100002;0;700;700;0;BOB TUBO
2000850;0;62;1;MO-100002;0;700;700;0;BOB TUBO
2000851;0;64;1;MO-100002;0;700;700;0;BOB TUBO
2000852;0;65;1;MO-100002;0;700;700;0;BOB TUBO
2000853;0;65;1;MO-100002;0;700;700;0;BOB TUBO
2000856;0;65;1;MO-100002;0;700;700;0;BOB TUBO
2000858;0;70;1;MO-100002;0;700;700;0;BOB TUBO
2000859;0;70;1;MO-100002;0;700;700;0;BOB TUBO
2000860;0;70;1;MO-100002;0;700;700;0;BOB TUBO
2000861;0;70;1;MO-100002;0;700;700;0;BOB TUBO
2000862;0;70;1;MO-100002;0;700;700;0;BOB TUBO
2000864;0;70;1;MO-100002;0;700;700;0;BOB TUBO
2000865;0;70;1;MO-100002;0;700;700;0;BOB TUBO
2000866;0;70;1;MO-100002;0;700;700;0;BOB TUBO
2000869;0;75;1;MO-100002;0;700;700;0;BOB TUBO
2000870;0;80;1;MO-100004;0;700;700;0;BOB TUBO
2000872;0;80;1;MO-100004;0;700;700;0;BOB TUBO
2000875;0;80;1;MO-100004;0;700;700;0;BOB TUBO
2000876;0;80;1;MO-100004;0;700;700;0;BOB TUBO
2000879;0;90;1;MO-100004;0;700;700;0;BOB TUBO
2000880;0;90;1;MO-100004;0;700;700;0;BOB TUBO
2000881;0;180;1;MO-100061;0;730;730;0;BOB TUBO
2000884;0;75;1;MO-100002;0;750;750;0;BOB TUBO
2000885;0;100;1;MO-100021;0;780;780;0;BOB TUBO
2000887;0;80;1;MO-100021;0;780;780;0;BOB TUBO
2000888;0;37;1;MO-100001;0;790;790;0;BOB TUBO
2000889;0;100;1;MO-100004;0;800;800;0;BOB TUBO
2000890;0;100;1;MO-100004;0;800;800;0;BOB TUBO
2000892;0;100;1;MO-100004;0;800;800;0;BOB TUBO
2000893;0;100;1;MO-100004;0;800;800;0;BOB TUBO
2000894;0;105;1;MO-100004;0;800;800;0;BOB TUBO
2000896;0;120;1;MO-100004;0;800;800;0;BOB TUBO
2000897;0;140;1;MO-100004;0;800;800;0;BOB TUBO
2000898;0;140;1;MO-100004;0;800;800;0;BOB TUBO
2000900;0;150;1;MO-100004;0;800;800;0;BOB TUBO
2000903;0;50;1;MO-100002;0;800;800;0;BOB TUBO
2000904;0;50;1;MO-100002;0;800;800;0;BOB TUBO
2000905;0;55;1;MO-100002;0;800;800;0;BOB TUBO
2000907;0;60;1;MO-100002;0;800;800;0;BOB TUBO
2000908;0;60;1;MO-100002;0;800;800;0;BOB TUBO
2000909;0;60;1;MO-100002;0;800;800;0;BOB TUBO
2000910;0;60;1;MO-100002;0;800;800;0;BOB TUBO
2000911;0;60;1;MO-100002;0;800;800;0;BOB TUBO
2000913;0;60;1;MO-100002;0;800;800;0;BOB TUBO
2000914;0;60;1;MO-100002;0;800;800;0;BOB TUBO
2000915;0;62;1;MO-100002;0;800;800;0;BOB TUBO
2000916;0;62;1;MO-100002;0;800;800;0;BOB TUBO
2000917;0;64;1;MO-100002;0;800;800;0;BOB TUBO
2000918;0;65;1;MO-100002;0;800;800;0;BOB TUBO
2000920;0;65;1;MO-100002;0;800;800;0;BOB TUBO
2000921;0;65;1;MO-100002;0;800;800;0;BOB TUBO
2000923;0;65;1;MO-100002;0;800;800;0;BOB TUBO
2000924;0;65;1;MO-100002;0;800;800;0;BOB TUBO
2000925;0;65;1;MO-100002;0;800;800;0;BOB TUBO
2000928;0;70;1;MO-100002;0;800;800;0;BOB TUBO
2000931;0;70;1;MO-100002;0;800;800;0;BOB TUBO
2000932;0;70;1;MO-100002;0;800;800;0;BOB TUBO
2000933;0;70;1;MO-100002;0;800;800;0;BOB TUBO
2000934;0;70;1;MO-100002;0;800;800;0;BOB TUBO
2000935;0;70;1;MO-100003;0;800;800;0;BOB TUBO
2000936;0;70;1;MO-100002;0;800;800;0;BOB TUBO
2000937;0;70;1;MO-100002;0;800;800;0;BOB TUBO
2000938;0;70;1;MO-100002;0;800;800;0;BOB TUBO
2000940;0;70;1;MO-100002;0;800;800;0;BOB TUBO
2000943;0;72;1;MO-100002;0;800;800;0;BOB TUBO
2000945;0;75;1;MO-100002;0;800;800;0;BOB TUBO
2000946;0;75;1;MO-100002;0;800;800;0;BOB TUBO
2000947;0;75;1;MO-100002;0;800;800;0;BOB TUBO
2000949;0;75;1;MO-100002;0;800;800;0;BOB TUBO
2000950;0;75;1;MO-100002;0;800;800;0;BOB TUBO
2000951;0;77;1;MO-100002;0;800;800;0;BOB TUBO
2000952;0;78;1;MO-100002;0;800;800;0;BOB TUBO
2000955;0;80;1;MO-100004;0;800;800;0;BOB TUBO
2000956;0;80;1;MO-100004;0;800;800;0;BOB TUBO
2000957;0;80;1;MO-100004;0;800;800;0;BOB TUBO
2000958;0;80;1;MO-100004;0;800;800;0;BOB TUBO
2000959;0;80;1;MO-100004;0;800;800;0;BOB TUBO
2000962;0;80;1;MO-100004;0;800;800;0;BOB TUBO
2000963;0;80;1;MO-100002;0;800;800;0;BOB TUBO
2000964;0;80;1;MO-100004;0;800;800;0;BOB TUBO
2000965;0;80;1;MO-100004;0;800;800;0;BOB TUBO
2000967;0;84;1;MO-100004;0;800;800;0;BOB TUBO
2000968;0;85;1;MO-100004;0;800;800;0;BOB TUBO
2000969;0;85;1;MO-100004;0;800;800;0;BOB TUBO
2000972;0;90;1;MO-100004;0;800;800;0;BOB TUBO
2000976;0;90;1;MO-100024;0;800;800;0;BOB TUBO
2000977;0;95;1;MO-100004;0;800;800;0;BOB TUBO
2000979;87;100;1;MO-100021;0;870;870;0;BOB TUBO
2000980;0;100;1;MO-100004;0;840;840;0;BOB TUBO
2000981;87;100;1;MO-100021;0;870;870;0;BOB TUBO
2000983;0;130;1;MO-100004;0;840;840;0;BOB TUBO
2000986;0;160;1;MO-100046;0;840;840;0;BOB TUBO
2000987;0;60;1;MO-100002;0;840;840;0;BOB TUBO
2000988;0;63;1;MO-100002;0;840;840;0;BOB TUBO
2000989;0;63;1;MO-100002;0;840;840;0;BOB TUBO
2000990;0;63;1;MO-100002;0;840;840;0;BOB TUBO
2000991;0;65;1;MO-100002;0;840;840;0;BOB TUBO
2000992;0;65;1;MO-100002;0;840;840;0;BOB TUBO
2000994;0;70;1;MO-100002;0;840;840;0;BOB TUBO
2000996;0;75;1;MO-100002;0;840;840;0;BOB TUBO
2000998;87;80;1;MO-100021;0;870;870;0;BOB TUBO
2000999;0;80;1;MO-100004;0;840;840;0;BOB TUBO
2001000;0;80;1;MO-100004;0;840;840;0;BOB TUBO
2001001;0;80;1;MO-100004;0;840;840;0;BOB TUBO
2001002;0;80;1;MO-100004;0;840;840;0;BOB TUBO
2001003;87;80;1;MO-100021;0;870;870;0;BOB TUBO
2001004;0;80;1;MO-100004;0;840;840;0;BOB TUBO
2001005;0;80;1;MO-100024;0;840;840;0;BOB TUBO
2001006;0;85;1;MO-100004;0;840;840;0;BOB TUBO
2001007;0;85;1;MO-100004;0;840;840;0;BOB TUBO
2001008;0;90;1;MO-100004;0;840;840;0;BOB TUBO
2001009;0;95;1;MO-100004;0;840;840;0;BOB TUBO
2001010;0;95;1;MO-100024;0;840;840;0;BOB TUBO
2001011;0;100;1;MO-100004;0;850;850;0;BOB TUBO
2001012;0;100;1;MO-100021;0;850;850;0;BOB TUBO
2001013;0;100;1;MO-100021;0;850;850;0;BOB TUBO
2001015;0;80;1;MO-100021;0;850;850;0;BOB TUBO
2001016;0;80;1;MO-100021;0;850;850;0;BOB TUBO
2001017;0;80;1;MO-100021;0;850;850;0;BOB TUBO
2001018;0;63;1;MO-100002;0;860;860;0;BOB TUBO
2001019;0;63;1;MO-100002;0;860;860;0;BOB TUBO
2001020;0;65;1;MO-100002;0;860;860;0;BOB TUBO
2001022;0;70;1;MO-100002;0;860;860;0;BOB TUBO
2001023;0;75;1;MO-100002;0;860;860;0;BOB TUBO
2001028;0;120;1;MO-100004;0;900;900;0;BOB TUBO
2001029;0;145;1;MO-100004;0;900;900;0;BOB TUBO
2001030;0;150;1;MO-100004;0;900;900;0;BOB TUBO
2001034;0;60;1;MO-100002;0;900;900;0;BOB TUBO
2001035;0;60;1;MO-100002;0;900;900;0;BOB TUBO
2001036;0;65;1;MO-100002;0;900;900;0;BOB TUBO
2001037;0;65;1;MO-100002;0;900;900;0;BOB TUBO
2001038;0;65;1;MO-100002;0;900;900;0;BOB TUBO
2001039;0;65;1;MO-100002;0;900;900;0;BOB TUBO
2001040;0;65;1;MO-100002;0;900;900;0;BOB TUBO
2001042;0;70;1;MO-100002;0;900;900;0;BOB TUBO
2001043;0;70;1;MO-100002;0;900;900;0;BOB TUBO
2001044;0;70;1;MO-100002;0;900;900;0;BOB TUBO
2001045;0;70;1;MO-100002;0;900;900;0;BOB TUBO
2001046;0;75;1;MO-100002;0;900;900;0;BOB TUBO
2001047;0;75;1;MO-100002;0;900;900;0;BOB TUBO
2001048;0;75;1;MO-100002;0;900;900;0;BOB TUBO
2001049;0;75;1;MO-100002;0;900;900;0;BOB TUBO
2001051;0;80;1;MO-100004;0;900;900;0;BOB TUBO
2001052;0;80;1;MO-100004;0;900;900;0;BOB TUBO
2001053;0;80;1;MO-100004;0;900;900;0;BOB TUBO
2001054;0;80;1;MO-100004;0;900;900;0;BOB TUBO
2001056;0;80;1;MO-100004;0;900;900;0;BOB TUBO
2001057;0;85;1;MO-100004;0;900;900;0;BOB TUBO
2001058;0;90;1;MO-100004;0;900;900;0;BOB TUBO
2001060;0;90;1;MO-100004;0;900;900;0;BOB TUBO
2001061;0;90;1;MO-100004;0;900;900;0;BOB TUBO
2001062;0;95;1;MO-100004;0;900;900;0;BOB TUBO
2001064;0;36;1;MO-100001;0;920;920;0;BOB TUBO
2001065;0;37;1;MO-100001;0;920;920;0;BOB TUBO
2001066;0;40;1;MO-100001;0;920;920;0;BOB TUBO
2001067;0;40;1;MO-100001;0;920;920;0;BOB TUBO
2001070;0;60;1;MO-100002;0;920;920;0;BOB TUBO
2001072;0;75;1;MO-100002;0;940;940;0;BOB TUBO
2001073;0;100;1;MO-100004;0;960;960;0;BOB TUBO
2001074;0;150;1;MO-100004;0;960;960;0;BOB TUBO
2001076;0;55;1;MO-100003;0;960;960;0;BOB TUBO
2001077;0;68;1;MO-100002;0;960;960;0;BOB TUBO
2001078;0;70;1;MO-100002;0;960;960;0;BOB TUBO
2001079;0;75;1;MO-100002;0;960;960;0;BOB TUBO
2001080;0;75;1;MO-100002;0;960;960;0;BOB TUBO
2001081;0;120;1;MO-100004;0;980;980;0;BOB TUBO
2001082;0;120;1;MO-100004;0;980;980;0;BOB TUBO
2001083;0;120;1;MO-100004;0;980;980;0;BOB TUBO
2001086;0;90;1;MO-100024;0;990;990;0;BOB TUBO
2001088;0;85;1;MO-100030;1;1040;1040;0;BOB SETUBO
2001090;0;120;1;MO-100022;0;680;680;0;BOB TUBO
2001091;0;65;1;MO-100003;0;1290;1290;0;BOB TUBO
2001092;0;75;1;MO-100002;0;700;700;0;BOB TUBO
2001095;0;65;1;MO-100003;0;1200;1200;0;BOB TUBO
2001099;0;50;1;MO-100002;0;900;900;0;BOB TUBO
2001100;0;250;1;MO-100063;0;500;500;0;BOB TUBO
2001101;0;100;1;MO-100004;0;800;800;0;BOB TUBO
2001102;0;60;1;MO-100002;0;800;800;0;BOB TUBO
2001103;0;80;1;MO-100004;0;800;800;0;BOB TUBO
2001104;0;90;1;MO-100004;0;800;800;0;BOB TUBO
2001106;0;80;1;MO-100004;0;900;900;0;BOB TUBO
2001107;0;90;1;MO-100004;0;900;900;0;BOB TUBO
2001108;0;65;1;MO-100002;0;940;940;0;BOB TUBO
2001111;0;55;1;MO-100054;0;520;1040;0;BOB TUBO
2001112;0;95;1;MO-100004;0;1260;1260;0;BOB TUBO
2001114;0;95;1;MO-100004;0;1260;1260;0;BOB TUBO
2001115;0;95;1;MO-100004;0;1260;1260;0;BOB TUBO
2001117;0;80;1;MO-100004;0;920;920;0;BOB TUBO
2001121;0;85;1;MO-100008;1;1040;2080;0;BOB SETUBO
2001122;0;85;1;MO-100108;1;1040;2080;0;BOB SETUBO
2001128;0;70;1;MO-100003;0;1350;1350;0;BOB TUBO
2001129;0;120;1;MO-100004;0;980;980;0;BOB TUBO
2001133;0;90;1;MO-100004;0;1260;1260;0;BOB TUBO
2001134;0;150;1;MO-100004;0;600;1200;0;BOB TUBO
2001135;0;70;1;MO-100002;0;700;700;0;BOB TUBO
2001137;0;90;1;MO-100004;0;1080;1080;0;BOB TUBO
2001139;0;56;1;MO-100003;0;1200;1200;0;BOB TUBO
2001140;0;64;1;MO-100003;0;1200;1200;0;BOB TUBO
2001141;0;74;1;MO-100003;0;1200;1200;0;BOB TUBO
2001142;0;56;1;MO-100003;0;1050;1050;0;BOB TUBO
2001143;0;64;1;MO-100003;0;1050;1050;0;BOB TUBO
2001144;0;74;1;MO-100003;0;1350;1350;0;BOB TUBO
2001146;0;50;1;MO-100003;0;1400;1400;0;BOB TUBO
2001147;0;115;1;MO-100004;0;980;980;0;BOB TUBO
2001148;0;115;1;MO-100004;0;1470;1470;0;BOB TUBO
2001149;0;300;1;MO-100093;0;600;600;0;BOB TUBO
2001150;0;200;1;MO-100061;0;1200;1200;0;BOB TUBO
2001151;0;120;1;MO-100056;0;900;900;0;BOB TUBO
2001152;0;60;1;MO-100049;0;750;750;0;BOB TUBO
2001153;0;64;1;MO-100003;0;1350;1350;0;BOB TUBO
2001154;0;74;1;MO-100003;0;1500;1500;0;BOB TUBO
2001155;0;55;1;MO-100002;0;600;600;0;BOB TUBO
2001158;0;75;1;;0;1050;1050;0;BOB TUBO
2001162;0;90;1;MO-100030;1;1040;2080;0;BOB SETUBO
2001167;0;300;1;MO-100093;0;600;600;0;BOB TUBO
2001171;0;70;1;MO-100003;0;1200;1200;0;BOB TUBO
2001177;0;60;1;MO-100003;0;1050;1050;0;BOB TUBO
2001178;0;120;1;MO-100004;0;1000;1000;0;BOB TUBO
2001179;0;200;1;MO-100056;0;970;970;0;BOB LAMI
2001180;0;95;1;MO-100004;0;1260;1260;0;BOB TUBO
2001181;0;56;1;MO-100003;0;1350;1350;0;BOB TUBO
2001183;0;64;1;MO-100002;0;1400;1400;0;BOB TUBO
2001184;0;94;1;MO-100004;0;1000;1000;0;BOB TUBO
2001185;0;74;1;MO-100002;0;1000;1000;0;BOB TUBO
2001190;0;120;1;MO-100108;1;1040;2080;0;BOB SETUBO
2001193;0;65;1;MO-100002;0;900;900;0;BOB TUBO
2001194;0;65;1;MO-100021;0;840;840;0;BOB TUBO
2001195;0;75;1;MO-100002;0;940;940;0;BOB TUBO
2001196;0;115;1;MO-100003;0;1470;1470;0;BOB TUBO
2001198;0;85;1;MO-100008;1;1040;1040;0;BOB SETUBO
2001200;0;140;1;MO-100056;0;1080;1080;0;BOB TUBO
2001201;0;85;1;MO-100030;0;1040;1040;0;BOB SETUBO
2001202;0;90;1;MO-100024;0;960;960;0;BOB TUBO
2001205;0;120;1;MO-100004;0;600;600;0;BOB TUBO
2001206;0;75;1;MO-100008;0;650;1300;0;BOB SETUBO
2001207;0;70;1;;0;600;600;0;BOB TUBO
2001208;0;115;1;MO-100004;0;1470;1470;0;BOB TUBO
2001209;0;100;1;MO-100056;0;880;880;0;BOB TUBO
2001210;0;60;1;MO-100054;0;520;1040;0;BOB TUBO
2001214;0;90;1;MO-100008;0;650;1300;0;BOB TUBO
2001216;0;100;1;MO-100056;0;900;900;0;BOB TUBO
2001220;0;90;1;MO-100004;0;840;840;0;BOB TUBO
2001222;0;100;1;MO-100022;0;600;600;0;BOB TUBO
2001224;0;50;1;MO-100002;0;1200;1200;0;BOB TUBO
2001228;0;70;1;MO-100002;0;840;840;0;BOB TUBO
2001230;0;85;1;MO-100008;0;1040;1040;0;BOB TUBO
2001231;87;80;1;MO-100021;0;870;870;0;BOB TUBO
2001232;0;115;1;MO-100004;0;1200;1200;0;BOB TUBO
2001233;0;62;1;MO-100002;0;1350;1350;0;BOB TUBO
2001234;0;56;1;MO-100002;0;1400;1400;0;BOB TUBO
2001235;0;76;1;MO-100002;0;1050;1050;0;BOB TUBO
2001236;0;50;1;MO-100002;0;1050;1050;0;BOB TUBO
2001237;0;72;1;MO-100002;0;1200;1200;0;BOB TUBO
2001238;0;130;1;MO-100004;0;800;800;0;BOB TUBO
2001239;0;90;1;MO-100004;0;750;750;0;BOB TUBO
2001240;0;240;1;MO-100061;0;620;620;0;BOB TUBO
2001242;0;105;1;;1;1040;1040;0;BOB SETUBO
2001245;0;130;1;;0;850;850;0;BOB TUBO
2001246;0;60;1;MO-100003;0;1260;1260;0;BOB TUBO
2001247;0;85;1;MO-100008;1;1040;2080;0;BOB SETUBO
2001249;0;50;1;MO-100002;0;700;700;0;BOB TUBO
2001250;0;60;1;MO-100002;0;840;840;0;BOB TUBO
2001251;0;120;1;MO-100056;0;800;800;0;BOB TUBO
2001252;0;200;1;MO-100056;0;1010;1010;0;BOB TUBO
2001257;0;140;1;MO-100056;0;810;810;0;BOB TUBO
2001262;0;130;1;MO-100197;1;1050;1050;0;BOB SETUBO
2001264;0;35;1;MO-100001;0;420;840;0;BOB SETUBO
2001265;0;35;1;MO-100001;0;1140;1140;0;BOB TUBO
2001270;0;45;1;MO-100023;0;600;600;0;BOB TUBO
2001271;0;65;1;MO-100008;0;600;1200;0;BOB SETUBO
2001276;0;75;1;MO-100008;1;1040;1040;0;BOB SETUBO
2001278;0;33;1;MO-100001;0;1050;1050;0;BOB TUBO
2001281;0;75;1;MO-100008;0;950;950;0;BOB TUBO
2001288;0;105;1;MO-100008;0;1070;1070;0;BOB TUBO
2001292;0;65;1;;0;600;1200;0;BOB TUBO
2001301;0;105;1;MO-100008;0;800;1600;0;BOB TUBO
2001302;0;120;1;MO-100076;0;600;1200;0;BOB SETUBO
2001307;0;40;1;MO-100001;0;580;1160;0;BOB TUBO
2001308;0;120;1;MO-100056;0;1280;1280;0;BOB TUBO
2001312;0;140;1;MO-100008;1;1040;2080;0;BOB SETUBO
2001313;0;85;1;MO-100108;0;1040;1040;0;BOB SETUBO
2001316;0;95;1;MO-100004;0;900;900;0;BOB TUBO
2001321;0;55;1;MO-100003;0;800;800;0;BOB TUBO
2001330;0;85;1;MO-100030;0;1100;1100;0;BOB TUBO
2001331;0;150;1;;0;1200;1200;0;BOB TUBO
2001339;0;120;1;MO-100056;0;1240;1240;0;BOB TUBO
2001340;0;70;1;MO-100003;0;1250;1250;0;BOB TUBO
2001343;0;100;1;MO-100004;0;650;650;0;BOB TUBO
2001344;0;98;1;MO-100004;0;900;900;0;BOB TUBO
2001345;0;58;1;MO-100002;0;740;740;0;BOB TUBO
2001346;0;48;1;MO-100001;0;1150;1150;0;BOB TUBO
2001348;0;86;1;MO-100004;0;1000;1000;0;BOB TUBO
2001349;0;46;1;MO-100001;0;1200;1200;0;BOB TUBO
2001350;0;66;1;MO-100003;0;1200;1200;0;BOB TUBO
2001351;0;68;1;MO-100003;0;1500;1500;0;BOB TUBO
2001352;0;45;1;MO-100023;0;1400;1400;0;BOB TUBO
2001356;0;90;1;MO-100008;1;850;850;0;BOB SETUBO
2001363;0;120;1;MO-100008;0;900;900;0;BOB TUBO
2001364;0;140;1;MO-100056;0;1160;1160;0;BOB TUBO
2001367;0;46;1;MO-100023;0;1200;1200;0;BOB TUBO
2001368;0;46;1;MO-100023;0;1050;1050;0;BOB TUBO
2001369;0;64;1;MO-100002;0;1260;1260;0;BOB TUBO
2001372;0;35;1;MO-100001;0;800;800;0;BOB TUBO
2001373;0;48;1;MO-100002;0;1330;1330;0;BOB TUBO
2001374;0;140;1;MO-100004;0;560;560;0;BOB TUBO
2001376;0;130;1;MO-100004;0;800;800;0;BOB TUBO
2001381;0;60;1;MO-100002;0;600;600;0;BOB TUBO
2001383;0;50;1;MO-100003;0;1050;1050;0;BOB TUBO
2001384;0;100;1;MO-100004;0;600;600;0;BOB TUBO
2001387;0;50;1;MO-100002;0;1000;1000;0;BOB TUBO
2001388;0;160;1;;0;570;570;0;BOB TUBO
2001392;0;40;1;MO-100023;0;1000;1000;0;BOB TUBO
2001393;0;40;1;MO-100023;0;720;720;0;BOB TUBO
2001394;0;50;1;MO-100002;0;720;720;0;BOB TUBO
2001395;0;50;1;MO-100002;0;900;900;0;BOB TUBO
2001396;0;50;1;MO-100002;0;1000;1000;0;BOB TUBO
2001405;0;67;1;MO-100003;0;1200;1200;0;BOB TUBO
2001406;0;63;1;MO-100003;0;1290;1290;0;BOB TUBO
2001407;0;74;1;MO-100003;0;1350;1350;0;BOB TUBO
2001408;0;120;1;MO-100056;0;815;1630;0;BOB LAMI
2001410;0;115;1;MO-100004;0;1060;1060;0;BOB TUBO
2001412;0;60;1;MO-100003;0;420;840;0;BOB TUBO
2001414;0;140;1;;0;1120;1120;0;BOB LAMI
2001415;0;140;1;;0;1160;1160;0;BOB TUBO
2001416;0;170;1;;0;830;830;0;BOB TUBO
2001417;0;45;1;MO-100023;0;1200;1200;0;BOB TUBO
2001418;0;50;1;MO-100003;0;1200;1200;0;BOB TUBO
2001419;0;67;1;MO-100003;0;1220;1220;0;BOB TUBO
2001422;0;120;1;MO-100004;0;980;980;0;BOB TUBO
2001423;0;40;1;MO-100001;0;920;920;0;BOB TUBO
2001426;0;60;1;MO-100023;0;420;840;0;BOB TUBO
2001427;0;40;1;MO-100023;0;420;840;0;BOB TUBO
2001429;0;120;1;MO-100004;0;1800;1800;0;BOB TUBO
2001443;0;95;1;MO-100004;0;1260;1260;0;BOB TUBO
2001445;0;160;1;MO-100999;0;0;0;0;BOB TUBO
2001446;0;90;1;MO-100108;1;700;1400;0;BOB SETUBO
2001449;0;75;1;;0;640;1280;0;BOB TUBO
2001450;0;40;1;MO-100023;0;420;840;0;BOB TUBO
2001459;0;80;1;MO-100038;0;650;1300;0;BOB SETUBO
2001460;0;75;1;;0;640;1280;0;BOB TUBO
2001463;0;70;1;MO-100002;0;500;500;0;BOB TUBO
2001465;0;100;1;;0;1070;1070;0;BOB TUBO
2001466;0;100;1;;0;650;650;0;BOB TUBO
2001468;0;40;1;MO-100023;0;580;1160;0;BOB TUBO
2001471;0;60;1;MO-100003;0;420;840;0;BOB TUBO
2001472;0;100;1;MO-100030;1;1050;2100;0;BOB SETUBO
2001473;0;60;1;MO-100002;0;1030;1030;0;BOB TUBO
2001474;0;33;1;MO-100001;0;900;900;0;BOB TUBO
2001477;0;80;1;MO-100030;1;1040;1040;0;BOB SETUBO
