REFERENCIA,ANCHO,GALGA,TIPO,MEZCLA,TRATAMIENTO,ABREFACIL,FUELLE
2011795,890,100,OPP TP,MO-100999,NO,NO,0
2011796,1100,44,BOB TUBO,MO-100149,NO,NO,0
2011797,700,50,BOB TUBO,MO-100163,NO,NO,0
2011798,640,80,BOB LAMI,MO-100125,NO,NO,0
2011799,1150,150,BOB SETUBO,MO-100197,NO,SI,0
2011800,330,160,BOB LAMI,,NO,NO,0
2011801,830,80,OPP METAL,MO-100999,NO,NO,0
2011802,830,120,BOB LAMI,,NO,NO,0
2011803,830,200,BOB LAMI,,NO,NO,0
2011804,870,120,BOB LAMI,MO-100137,NO,NO,0
2011805,870,140,BOB LAMI,MO-100125,NO,NO,0
2011806,870,140,BOB LAMI,,NO,NO,0
2011807,870,260,BOB LAMI,,NO,NO,0
2011808,810,100,BOB LAMI,MO-100141,NO,NO,0
2011809,810,80,BOB LAMI,,NO,NO,0
2011810,810,148,BOB LAMI,,NO,NO,0
2011811,810,228,BOB LAMI,,NO,NO,0
2011812,880,120,BOB LAMI,MO-100137,NO,NO,0
2011813,880,120,BOB LAMI,MO-100141,NO,NO,0
2011814,455,200,BOB LAMI,,NO,NO,0
2011815,455,280,BOB LAMI,,NO,NO,0
2011816,870,120,BOB LAMI,,NO,NO,0
2011817,870,200,BOB LAMI,,NO,NO,0
2011818,790,120,BOB LAMI,MO-100125,NO,NO,0
2011819,790,120,BOB LAMI,,NO,NO,0
2011820,1200,140,BOB SETUBO,MO-100008,NO,SI,0
2011821,1200,140,BOB SETUBO,MO-100008,NO,SI,0
2011822,1200,140,BOB SETUBO,MO-100030,NO,SI,0
2011823,970,80,BOB LAMI,,NO,NO,0
2011824,970,200,BOB LAMI,,NO,NO,0
2011826,1215,80,BOB LAMI,MO-100999,NO,NO,0
2011827,1700,160,BOB TUBO,MO-100082,NO,NO,300
2011828,365,160,BOB LAMI,,NO,NO,0
2011829,365,240,BOB LAMI,,NO,NO,0
2011830,1198,120,BOB LAMI,,NO,NO,0
2011831,640,80,BOB SETUBO,MO-100999,NO,NO,0
2011832,760,85,BOB SETUBO,MO-100999,NO,NO,0
2011833,1040,90,BOB SETUBO,MO-100999,NO,NO,0
2011834,1170,120,LAMI LAMI,MO-100141,NO,NO,0
2011835,1170,80,BOB LAMI,,NO,NO,0
2011836,1170,200,BOB LAMI,,NO,NO,0
2011837,1170,280,BOB LAMI,,NO,NO,0
2011838,640,85,BOB SETUBO,MO-100999,NO,NO,0
2011839,790,90,BOB SETUBO,MO-100999,NO,NO,0
2011840,760,90,BOB SETUBO,MO-100999,NO,NO,0
2011841,640,80,BOB SETUBO,MO-100999,NO,NO,0
2011842,990,100,BOB SETUBO,MO-100099,NO,NO,0
2011843,790,80,BOB SETUBO,MO-100099,NO,NO,0
2011844,640,70,BOB SETUBO,MO-100099,NO,NO,0
2011845,1050,120,BOB LAMI,,NO,NO,0
2011846,1050,200,BOB LAMI,,NO,NO,0
2011847,1050,120,BOB LAMI,,NO,NO,0
2011848,1050,200,BOB LAMI,,NO,NO,0
2011849,1440,200,BOB TUBO,MO-100134,NO,NO,0
2011850,1440,210,BOB TUBO,MO-100134,NO,NO,0
2011851,800,200,BOB TUBO,MO-100162,NO,NO,0
2011852,870,120,BOB LAMI,MO-100999,NO,NO,0
2011853,975,120,BOB LAMI,MO-100999,NO,NO,0
2011854,755,80,BOB SETUBO,MO-100008,NO,NO,0
2011855,635,70,BOB SETUBO,MO-100008,NO,NO,0
2011856,1170,48,PET,MO-100999,NO,NO,0
2011857,1440,200,BOB TUBO,MO-100162,NO,NO,0
2011858,1170,80,BOB LAMI,,NO,NO,0
2011859,1170,168,BOB LAMI,,NO,NO,0
2011860,1170,248,BOB LAMI,,NO,NO,0
2011861,1260,200,BOB TUBO,MO-100162,NO,NO,0
2011862,880,80,BOB LAMI,,NO,NO,0
2011863,880,240,BOB LAMI,,NO,NO,0
2011864,880,320,BOB LAMI,,NO,NO,0
2011865,1110,80,BOB LAMI,,NO,NO,0
2011866,1110,240,BOB LAMI,,NO,NO,0
2011867,810,80,BOB LAMI,,NO,NO,0
2011868,810,200,BOB LAMI,,NO,NO,0
2011869,860,152,BOB LAMI,,NO,NO,0
2011870,520,80,LAMI LAMI,MO-100141,NO,NO,0
2011871,1590,200,BOB TUBO,MO-100143,NO,NO,0
2011872,750,90,BOB TUBO,MO-100056,NO,NO,0
2011873,995,48,PET,MO-100999,NO,NO,0
2011874,1065,48,PET,MO-100999,NO,NO,0
2011875,1125,120,BOB LAMI,MO-100999,NO,NO,0
2011876,1125,120,BOB LAMI,,NO,NO,0
2011877,1025,48,PET,MO-100999,NO,NO,0
2011878,1050,48,PET,MO-100999,NO,NO,0
2011879,880,120,BOB LAMI,,NO,NO,0
2011880,880,240,BOB LAMI,,NO,NO,0
2011881,880,360,BOB LAMI,,NO,NO,0
2011882,590,60,BOB SETUBO,MO-100008,NO,NO,0
2011883,730,64,BOB SETUBO,MO-100008,NO,NO,0
2011884,600,60,BOB SETUBO,MO-100008,NO,NO,0
2011885,1040,80,OPP METAL,MO-100999,NO,NO,0
2011886,1040,80,BOB LAMI,,NO,NO,0
2011887,1040,160,BOB LAMI,,NO,NO,0
2011888,840,80,BOB LAMI,,NO,NO,0
2011889,840,160,BOB LAMI,,NO,NO,0
2011890,1110,80,BOB LAMI,,NO,NO,0
2011891,1110,240,BOB LAMI,,NO,NO,0
2011892,1140,140,BOB LAMI,,NO,NO,0
2011893,1140,280,BOB LAMI,,NO,NO,0
2011894,915,80,BOB LAMI,,NO,NO,0
2011895,915,160,BOB LAMI,,NO,NO,0
2011896,680,200,BOB LAMI,,NO,NO,0
2011897,680,340,BOB LAMI,,NO,NO,0
2011898,1150,150,BOB SETUBO,MO-100999,NO,SI,0
2011899,1190,80,BOB LAMI,,NO,NO,0
2011900,1190,160,BOB LAMI,,NO,NO,0
2011901,830,120,BOB LAMI,MO-100999,NO,NO,0
2011902,700,120,OPP METAL,MO-100999,NO,NO,0
2011903,700,80,BOB LAMI,,NO,NO,0
2011904,700,200,BOB LAMI,,NO,NO,0
2011905,2050,260,BOB TUBO,MO-100999,NO,NO,440
2011906,650,160,PE BARRERA,MO-100999,NO,NO,0
2011907,334,208,BOB LAMI,,NO,NO,0
2011908,334,256,BOB LAMI,,NO,NO,0
2011909,950,240,BOB LAMI,,NO,NO,0
2011910,940,48,BOB LAMI,,NO,NO,0
2011911,940,288,BOB LAMI,,NO,NO,0
2011912,1060,320,BOB LAMI,MO-100141,NO,NO,0
2011913,1060,48,PET,MO-100999,NO,NO,0
2011914,1060,48,BOB LAMI,,NO,NO,0
2011915,1060,368,BOB LAMI,,NO,NO,0
2011916,680,160,BOB LAMI,,NO,NO,0
2011918,680,380,BOB LAMI,,NO,NO,0
2011919,870,80,BOB LAMI,,NO,NO,0
2011920,870,160,BOB LAMI,,NO,NO,0
2011921,1040,100,BOB SETUBO,MO-100999,NO,SI,0
2011922,1060,48,BOB LAMI,,NO,NO,0
2011923,1060,368,BOB LAMI,,NO,NO,0
2011924,870,120,BOB LAMI,,NO,NO,0
2011925,870,200,BOB LAMI,,NO,NO,0
2011926,1060,80,OPP TP,MO-100999,NO,NO,0
2011927,990,80,BOB LAMI,,NO,NO,0
2011928,990,140,BOB LAMI,,NO,NO,0
2011929,1060,120,BOB LAMI,MO-100141,NO,NO,0
2011932,1035,80,OPP TP,MO-100999,NO,NO,0
2011933,1035,120,BOB LAMI,MO-100141,NO,NO,0
2011934,1320,80,BOB TUBO,MO-100163,NO,NO,0
2011935,1230,80,BOB LAMI,,NO,NO,0
2011936,1230,160,BOB LAMI,,NO,NO,0
2011937,1000,50,BOB TUBO,MO-100003,NO,NO,0
2011938,1230,120,OPP TP,MO-100999,NO,NO,0
2011939,1230,120,BOB LAMI,,NO,NO,0
2011940,1230,200,BOB LAMI,,NO,NO,0
2011941,700,80,BOB LAMI,,NO,NO,0
2011942,700,160,BOB LAMI,,NO,NO,0
2011943,870,100,BOB LAMI,MO-100125,NO,NO,0
2011944,870,120,BOB LAMI,MO-100141,NO,NO,0
2011945,870,100,BOB LAMI,,NO,NO,0
2011946,870,220,BOB LAMI,,NO,NO,0
2011947,870,80,BOB LAMI,,NO,NO,0
2011948,870,160,BOB LAMI,,NO,NO,0
2011949,1200,80,BOB LAMI,,NO,NO,0
2011950,1200,128,BOB LAMI,,NO,NO,0
2011951,1200,208,BOB LAMI,,NO,NO,0
2011952,1200,80,BOB LAMI,,NO,NO,0
2011953,1200,168,BOB LAMI,,NO,NO,0
2011954,1200,248,BOB LAMI,,NO,NO,0
2011955,1200,80,BOB LAMI,,NO,NO,0
2011956,1200,168,BOB LAMI,,NO,NO,0
2011957,1200,248,BOB LAMI,,NO,NO,0
2011959,800,80,OPP BO,MO-100999,NO,NO,0
2011960,755,120,OPP BO,MO-100999,NO,NO,0
2011961,1150,150,BOB SETUBO,MO-100161,NO,SI,0
2011962,1200,80,BOB LAMI,,NO,NO,0
2011963,1200,168,BOB LAMI,,NO,NO,0
2011964,1200,248,BOB LAMI,,NO,NO,0
2011965,995,90,BOB SETUBO,MO-100008,NO,NO,0
2011966,1200,80,BOB LAMI,,NO,NO,0
2011967,1200,168,BOB LAMI,,NO,NO,0
2011968,1200,248,BOB LAMI,,NO,NO,0
2011969,880,90,BOB TUBO,MO-100004,NO,NO,0
2011970,1000,90,BOB TUBO,MO-100024,NO,NO,0
2011971,1230,120,BOB LAMI,,NO,NO,0
2011972,1230,200,BOB LAMI,,NO,NO,0
2011973,855,80,OPP METAL,MO-100999,NO,NO,0
2011974,855,80,BOB LAMI,,NO,NO,0
2011975,855,160,BOB LAMI,,NO,NO,0
2011976,2050,180,BOB TUBO,MO-100080,NO,NO,375
2011977,875,760,LAMI LAMI,MO-100141,NO,NO,0
2011978,1090,240,BOB LAMI,,NO,NO,0
2011979,840,80,BOB TUBO,MO-100173,NO,NO,0
2011980,1110,80,BOB LAMI,,NO,NO,0
2011981,1110,240,BOB LAMI,,NO,NO,0
2011982,950,80,BOB LAMI,,NO,NO,0
2011983,950,240,BOB LAMI,,NO,NO,0
2011984,1150,120,BOB LAMI,,NO,NO,0
2011985,1150,200,BOB LAMI,,NO,NO,0
2011986,840,80,OPP METAL,MO-100999,NO,NO,0
2011987,840,120,BOB LAMI,MO-100141,NO,NO,0
2011988,840,80,BOB LAMI,,NO,NO,0
2011989,840,200,BOB LAMI,,NO,NO,0
2011990,840,280,BOB LAMI,,NO,NO,0
2011991,1150,150,BOB SETUBO,MO-100162,NO,SI,0
2011992,1150,150,BOB SETUBO,MO-100162,NO,SI,0
2011993,1150,150,BOB SETUBO,MO-100162,NO,SI,0
2011994,640,80,BOB SETUBO,MO-100161,NO,NO,0
2011995,760,90,BOB SETUBO,MO-100161,NO,NO,0
2011996,600,50,BOB TUBO,MO-100999,NO,NO,0
2011997,700,60,BOB TUBO,MO-100999,NO,NO,0
2011998,1010,80,BOB LAMI,,NO,NO,0
2011999,1010,280,BOB LAMI,,NO,NO,0
2012000,800,70,BOB TUBO,MO-100999,NO,NO,0
2012001,960,90,BOB TUBO,MO-100999,NO,NO,0
2012002,680,48,BOB TUBO,MO-100149,NO,NO,0
2012003,1360,48,BOB TUBO,MO-100149,NO,NO,0
2012005,1050,100,BOB LAMI,,NO,NO,0
2012006,1050,220,BOB LAMI,,NO,NO,0
2012007,1150,150,BOB SETUBO,MO-100162,NO,SI,0
2012008,1140,160,BOB LAMI,,NO,NO,0
2012009,1140,320,BOB LAMI,,NO,NO,0
2012010,1020,80,OPP MATE,,NO,NO,0
2012011,1020,48,PET,MO-100999,NO,NO,0
2012012,1020,120,BOB LAMI,MO-100141,NO,NO,0
2012013,1020,80,BOB LAMI,,NO,NO,0
2012014,1020,168,BOB LAMI,,NO,NO,0
2012015,1020,248,BOB LAMI,,NO,NO,0
2012016,960,100,BOB TUBO,MO-100210,NO,NO,0
2012017,840,140,BOB LAMI,MO-100125,NO,NO,0
2012018,840,240,BOB LAMI,MO-100141,NO,NO,0
2012025,880,80,BOB LAMI,,NO,NO,0
2012026,880,320,BOB LAMI,,NO,NO,0
2012027,1090,140,PE BARRERA,,NO,NO,0
2012028,1050,140,PE BARRERA,MO-100999,NO,NO,0
2012029,1110,120,OPP TP,MO-100999,NO,NO,0
2012030,1110,240,BOB LAMI,,NO,NO,0
2012031,830,100,OPP TP,MO-100999,NO,NO,0
2012032,1070,120,OPP TP,MO-100999,NO,NO,0
2012033,1110,80,BOB LAMI,,NO,NO,0
2012034,1110,240,BOB LAMI,,NO,NO,0
2012035,1410,74,BOB TUBO,MO-100170,NO,NO,0
2012036,1110,80,BOB LAMI,,NO,NO,0
2012037,1110,240,BOB LAMI,,NO,NO,0
2012038,840,200,BOB TUBO,MO-100162,NO,NO,0
2012039,960,200,BOB TUBO,MO-100162,NO,NO,0
2012040,1110,80,BOB LAMI,,NO,NO,0
2012041,1110,240,BOB LAMI,,NO,NO,0
2012042,1300,80,BOB LAMI,MO-100167,NO,NO,0
2012043,1300,100,BOB LAMI,MO-100999,NO,NO,0
2012044,1300,140,BOB LAMI,MO-100999,NO,NO,0
2012045,1090,100,BOB LAMI,,NO,NO,0
2012046,1090,220,BOB LAMI,,NO,NO,0
2012047,850,120,BOB LAMI,MO-100141,NO,NO,0
2012048,850,48,PET,MO-100999,NO,NO,0
2012049,850,80,BOB LAMI,,NO,NO,0
2012050,850,168,BOB LAMI,,NO,NO,0
2012051,850,248,BOB LAMI,,NO,NO,0
2012052,960,90,BOB TUBO,MO-100173,NO,NO,0
2012053,1050,100,BOB LAMI,,NO,NO,0
2012054,1050,220,BOB LAMI,,NO,NO,0
2012055,960,120,BOB TUBO,MO-100158,NO,NO,0
2012056,820,80,BOB LAMI,,NO,NO,0
2012057,820,240,BOB LAMI,,NO,NO,0
2012058,820,320,BOB LAMI,,NO,NO,0
2012059,1160,150,BOB TUBO,MO-100056,NO,NO,0
2012063,870,120,BOB LAMI,,NO,NO,0
2012064,870,200,BOB LAMI,,NO,NO,0
2012065,870,120,BOB LAMI,,NO,NO,0
2012066,870,200,BOB LAMI,,NO,NO,0
2012067,1000,80,BOB LAMI,,NO,NO,0
2012068,1000,280,BOB LAMI,,NO,NO,0
2012069,960,200,BOB TUBO,MO-100162,NO,NO,0
2012070,760,100,BOB LAMI,MO-100167,NO,NO,0
2012071,800,80,BOB LAMI,MO-100167,NO,NO,0
2012072,1260,80,OPP TP,MO-100999,NO,NO,0
2012073,1260,48,PET,MO-100999,NO,NO,0
2012075,1260,120,LAMI LAMI,MO-100141,NO,NO,0
2012076,1260,80,BOB LAMI,,NO,NO,0
2012077,1260,168,BOB LAMI,,NO,NO,0
2012078,1260,248,BOB LAMI,,NO,NO,0
2012079,990,100,BOB SETUBO,MO-100008,NO,NO,0
2012080,640,80,BOB SETUBO,MO-100008,NO,NO,0
2012081,1050,150,BOB SETUBO,MO-100076,NO,SI,0
2012082,850,80,BOB LAMI,,NO,NO,0
2012083,850,168,BOB LAMI,,NO,NO,0
2012084,850,248,BOB LAMI,,NO,NO,0
2012085,790,90,BOB SETUBO,MO-100008,NO,NO,0
2012086,900,80,BOB LAMI,,NO,NO,0
2012087,900,168,BOB LAMI,,NO,NO,0
2012088,900,248,BOB LAMI,,NO,NO,0
2012089,1110,80,BOB LAMI,,NO,NO,0
2012090,1110,240,BOB LAMI,,NO,NO,0
2012091,1090,120,BOB LAMI,,NO,NO,0
2012092,1090,260,BOB LAMI,,NO,NO,0
2012093,1090,120,BOB LAMI,,NO,NO,0
2012094,1090,260,BOB LAMI,,NO,NO,0
2012095,950,360,LAMI LAMI,MO-100999,NO,NO,0
2012096,950,360,BOB LAMI,,NO,NO,0
2012098,890,48,PET,MO-100999,NO,NO,0
2012099,890,120,LAMI LAMI,MO-100141,NO,NO,0
2012100,840,140,BOB LAMI,MO-100125,NO,NO,0
2012101,840,240,BOB LAMI,MO-100141,NO,NO,0
2012102,840,240,BOB LAMI,,NO,NO,0
2012103,840,380,BOB LAMI,,NO,NO,0
2012104,2050,260,BOB TUBO,MO-100171,NO,NO,440
2012105,1190,80,BOB LAMI,,NO,NO,0
2012106,1190,160,BOB LAMI,,NO,NO,0
2012107,860,80,OPP MATE,MO-100999,NO,NO,0
2012108,700,80,OPP METAL,MO-100999,NO,NO,0
2012109,1035,80,OPP METAL,MO-100999,NO,NO,0
2012110,1200,80,OPP METAL,MO-100999,NO,NO,0
2012111,1020,80,OPP TP,MO-100999,NO,NO,0
2012112,860,120,BOB LAMI,MO-100141,NO,NO,0
2012113,1010,80,BOB LAMI,,NO,NO,0
2012114,1010,280,BOB LAMI,,NO,NO,0
2012115,1010,80,BOB LAMI,,NO,NO,0
2012116,1010,280,BOB LAMI,,NO,NO,0
2012117,1010,80,BOB LAMI,,NO,NO,0
2012118,1010,280,BOB LAMI,,NO,NO,0
2012119,850,80,OPP TP,MO-100999,NO,NO,0
2012120,790,68,BOB SETUBO,MO-100116,NO,NO,0
2012121,1010,80,BOB LAMI,,NO,NO,0
2012122,1010,280,BOB LAMI,,NO,NO,0
2012123,1110,80,BOB LAMI,,NO,NO,0
2012124,1110,240,BOB LAMI,,NO,NO,0
2012125,990,76,BOB SETUBO,MO-100116,NO,NO,0
2012126,875,48,PET,MO-100999,NO,NO,0
2012127,920,48,PET,MO-100999,NO,NO,0
2012128,1110,80,BOB LAMI,,NO,NO,0
2012129,1110,240,BOB LAMI,,NO,NO,0
2012130,1110,80,BOB LAMI,,NO,NO,0
2012131,1110,240,BOB LAMI,,NO,NO,0
2012132,1110,80,BOB LAMI,,NO,NO,0
2012133,1110,240,BOB LAMI,,NO,NO,0
2012134,870,80,BOB LAMI,,NO,NO,0
2012135,870,160,BOB LAMI,,NO,NO,0
2012136,820,80,BOB LAMI,,NO,NO,0
2012137,820,160,BOB LAMI,,NO,NO,0
2012138,950,160,BOB LAMI,MO-100178,NO,NO,0
2012139,950,100,BOB LAMI,MO-100157,NO,NO,0
2012140,950,260,BOB LAMI,,NO,NO,0
2012141,1000,40,BOB TUBO,MO-100149,NO,NO,0
2012142,1200,40,BOB TUBO,MO-100149,NO,NO,0
2012143,1020,40,BOB TUBO,MO-100149,NO,NO,0
2012144,1080,40,BOB TUBO,MO-100149,NO,NO,0
2012145,975,120,OPP MATE,MO-100999,NO,NO,0
2012146,975,120,BOB LAMI,,NO,NO,0
2012147,975,200,BOB LAMI,,NO,NO,0
2012148,1100,40,BOB TUBO,MO-100149,NO,NO,0
2012149,600,40,BOB TUBO,MO-100149,NO,NO,0
2012150,1010,80,BOB LAMI,,NO,NO,0
2012151,1010,280,BOB LAMI,,NO,NO,0
2012152,1010,80,BOB LAMI,,NO,NO,0
2012153,1010,280,BOB LAMI,,NO,NO,0
2012154,960,200,BOB TUBO,MO-100134,NO,NO,0
2012155,1050,100,BOB LAMI,,NO,NO,0
2012156,1050,220,BOB LAMI,,NO,NO,0
2012157,990,100,BOB LAMI,,NO,NO,0
2012158,990,200,BOB LAMI,,NO,NO,0
2012159,1000,70,BOB TUBO,MO-100002,NO,NO,0
2012160,750,200,BOB TUBO,MO-100999,NO,NO,0
2012161,750,200,BOB TUBO,MO-100999,NO,NO,0
2012162,890,80,BOB LAMI,,NO,NO,0
2012163,890,200,BOB LAMI,,NO,NO,0
2012164,890,280,BOB LAMI,,NO,NO,0
2012165,1230,120,BOB LAMI,,NO,NO,0
2012166,1230,200,BOB LAMI,,NO,NO,0
2012167,930,80,BOB LAMI,,NO,NO,0
2012168,930,160,BOB LAMI,,NO,NO,0
2012169,1110,80,BOB LAMI,,NO,NO,0
2012170,1110,240,BOB LAMI,,NO,NO,0
2012171,950,160,BOB LAMI,,NO,NO,0
2012172,950,320,BOB LAMI,,NO,NO,0
2012173,700,80,BOB SETUBO,MO-100108,NO,SI,0
2012174,950,80,BOB SETUBO,MO-100008,NO,SI,0
2012176,950,60,BOB SETUBO,MO-100045,NO,SI,0
2012177,1700,160,BOB TUBO,MO-100056,NO,NO,300
2012178,960,90,BOB TUBO,MO-100180,NO,NO,0
2012179,800,70,BOB TUBO,MO-100180,NO,NO,0
2012180,700,60,BOB TUBO,MO-100180,NO,NO,0
2012181,600,50,BOB TUBO,MO-100180,NO,NO,0
2012182,3000,200,BOB TUBO,MO-100171,NO,NO,700
2012183,1020,80,BOB LAMI,,NO,NO,0
2012184,1020,168,BOB LAMI,,NO,NO,0
2012185,1020,248,BOB LAMI,,NO,NO,0
2012186,1100,250,BOB LAMI,,NO,NO,0
2012187,850,160,BOB LAMI,MO-100141,NO,NO,0
2012188,850,80,BOB LAMI,,NO,NO,0
2012189,850,208,BOB LAMI,,NO,NO,0
2012190,850,288,BOB LAMI,,NO,NO,0
2012191,640,100,BOB SETUBO,MO-100999,NO,NO,0
2012192,840,170,BOB SETUBO,MO-100999,NO,NO,0
2012193,840,120,BOB SETUBO,MO-100165,NO,NO,0
2012194,1120,80,BOB LAMI,MO-100172,NO,NO,0
2012195,1200,100,BOB LAMI,MO-100172,NO,NO,0
2012196,1300,80,BOB LAMI,MO-100172,NO,NO,0
2012197,710,220,BOB LAMI,,NO,NO,0
2012198,850,80,BOB LAMI,,NO,NO,0
2012199,850,168,BOB LAMI,,NO,NO,0
2012200,850,248,BOB LAMI,,NO,NO,0
2012201,850,80,BOB LAMI,,NO,NO,0
2012202,850,200,BOB LAMI,,NO,NO,0
2012203,850,280,BOB LAMI,,NO,NO,0
2012204,890,360,BOB LAMI,MO-100999,NO,NO,0
2012205,1000,135,BOB TUBO,MO-100004,NO,NO,0
2012206,960,90,BOB TUBO,MO-100173,NO,NO,0
2012207,640,95,BOB SETUBO,MO-100099,NO,NO,0
2012208,1150,140,BOB SETUBO,MO-100197,NO,SI,0
2012209,640,90,BOB SETUBO,MO-100999,NO,NO,0
2012210,1130,80,BOB LAMI,,NO,NO,0
2012211,1130,160,BOB LAMI,,NO,NO,0
2012212,1110,80,BOB LAMI,,NO,NO,0
2012213,1110,240,BOB LAMI,,NO,NO,0
2012214,850,80,BOB LAMI,,NO,NO,0
2012215,850,200,BOB LAMI,,NO,NO,0
2012216,850,280,BOB LAMI,,NO,NO,0
2012217,950,48,PET,MO-100999,NO,NO,0
2012218,640,80,BOB SETUBO,MO-100174,NO,NO,0
2012219,1470,200,BOB TUBO,MO-100143,NO,NO,0
2012220,880,80,BOB LAMI,,NO,NO,0
2012221,880,240,BOB LAMI,,NO,NO,0
2012222,880,320,BOB LAMI,,NO,NO,0
2012223,880,80,BOB LAMI,,NO,NO,0
2012224,880,240,BOB LAMI,,NO,NO,0
2012225,880,320,BOB LAMI,,NO,NO,0
2012226,1360,40,BOB TUBO,MO-100149,NO,NO,0
2012227,790,100,BOB SETUBO,MO-100999,NO,NO,0
2012228,1200,80,BOB LAMI,MO-100172,NO,NO,0
2012229,1440,200,BOB TUBO,MO-100162,NO,NO,0
2012230,1050,200,BOB TUBO,MO-100162,NO,NO,0
2012231,885,48,BOB LAMI,,NO,NO,0
2012232,885,308,BOB LAMI,,NO,NO,0
2012233,1090,120,BOB LAMI,,NO,NO,0
2012234,1090,260,BOB LAMI,,NO,NO,0
2012235,1090,120,BOB LAMI,,NO,NO,0
2012236,1090,260,BOB LAMI,,NO,NO,0
2012237,1110,80,BOB LAMI,,NO,NO,0
2012238,1110,240,BOB LAMI,,NO,NO,0
2012239,1110,80,BOB LAMI,,NO,NO,0
2012240,1110,240,BOB LAMI,,NO,NO,0
2012241,1050,140,BOB TUBO,MO-100197,NO,NO,0
2012242,1220,320,BOB LAMI,,NO,NO,0
2012243,850,80,BOB LAMI,,NO,NO,0
2012244,850,200,BOB LAMI,,NO,NO,0
2012245,850,280,BOB LAMI,,NO,NO,0
2012246,1100,80,OPP MATE,MO-100999,NO,NO,0
2012247,850,80,BOB LAMI,,NO,NO,0
2012248,850,168,BOB LAMI,,NO,NO,0
2012249,850,248,BOB LAMI,,NO,NO,0
2012250,2050,100,BOB TUBO,MO-100999,NO,NO,440
2012251,2050,100,BOB TUBO,MO-100999,NO,NO,440
2012252,1020,140,PE BARRERA,MO-100999,NO,NO,0
2012253,950,140,BOB LAMI,,NO,NO,0
2012254,950,280,BOB LAMI,,NO,NO,0
2012255,870,80,BOB LAMI,,NO,NO,0
2012256,870,160,BOB LAMI,,NO,NO,0
2012257,950,140,BOB LAMI,,NO,NO,0
2012258,950,280,BOB LAMI,,NO,NO,0
2012259,920,48,PET,MO-100999,NO,NO,0
2012260,1200,120,PE BARRERA,MO-100999,NO,NO,0
2012261,1155,220,BOB LAMI,,NO,NO,0
2012262,1200,80,PE BARRERA,MO-100999,NO,NO,0
2012263,1110,160,BOB LAMI,,NO,NO,0
2012264,1110,240,BOB LAMI,,NO,NO,0
2012265,810,80,OPP METAL,MO-100999,NO,NO,0
2012266,810,80,BOB LAMI,,NO,NO,0
2012267,810,240,BOB LAMI,,NO,NO,0
2012268,810,320,BOB LAMI,,NO,NO,0
2012269,810,80,BOB LAMI,,NO,NO,0
2012270,810,240,BOB LAMI,,NO,NO,0
2012271,810,320,BOB LAMI,,NO,NO,0
2012272,1110,80,BOB LAMI,,NO,NO,0
2012273,1110,240,BOB LAMI,,NO,NO,0
2012274,870,120,BOB LAMI,,NO,NO,0
2012275,870,200,BOB LAMI,,NO,NO,0
2012276,1000,48,PET,MO-100999,NO,NO,0
2012277,1120,80,BOB LAMI,MO-100172,NO,NO,0
2012278,560,80,BOB LAMI,MO-100172,NO,NO,0
2012279,480,80,BOB LAMI,MO-100172,NO,NO,0
2012280,1120,100,BOB LAMI,MO-100172,NO,NO,0
2012281,650,80,BOB LAMI,MO-100172,NO,NO,0
2012282,850,80,BOB LAMI,MO-100172,NO,NO,0
2012283,1170,220,BOB LAMI,,NO,NO,0
2012284,1500,120,LAMI LAMI,MO-100999,NO,NO,0
2012285,1300,80,BOB LAMI,MO-100172,NO,NO,0
2012286,1100,140,BOB LAMI,,NO,NO,0
2012287,1100,280,BOB LAMI,,NO,NO,0
2012288,330,120,BOB LAMI,,NO,NO,0
2012289,1200,100,BOB LAMI,MO-100172,NO,NO,0
2012290,940,48,BOB LAMI,,NO,NO,0
2012291,940,288,BOB LAMI,,NO,NO,0
2012292,1200,80,BOB LAMI,MO-100172,NO,NO,0
2012293,2050,180,BOB TUBO,MO-100076,NO,NO,375
2012294,1110,80,BOB LAMI,,NO,NO,0
2012295,1110,240,BOB LAMI,,NO,NO,0
2012296,985,48,PET,MO-100999,NO,NO,0
2012297,640,95,BOB SETUBO,MO-100174,NO,NO,0
2012298,640,80,BOB SETUBO,MO-100174,NO,NO,0
2012299,1060,100,BOB SETUBO,MO-100174,NO,NO,0
2012300,790,100,BOB SETUBO,MO-100174,NO,NO,0
2012301,1110,80,BOB LAMI,,NO,NO,0
2012302,1110,240,BOB LAMI,,NO,NO,0
2012304,790,100,BOB SETUBO,MO-100174,NO,NO,0
2012305,950,80,BOB LAMI,MO-100172,NO,NO,0
2012306,950,80,BOB LAMI,,NO,NO,0
2012307,950,240,BOB LAMI,,NO,NO,0
2012308,950,80,BOB LAMI,,NO,NO,0
2012309,950,80,BOB LAMI,,NO,NO,0
2012310,940,180,BOB LAMI,MO-100178,NO,NO,0
2012311,940,260,BOB LAMI,,NO,NO,0
2012312,940,260,BOB LAMI,,NO,NO,0
2012313,640,90,BOB SETUBO,MO-100174,NO,NO,0
2012314,2050,100,BOB TUBO,MO-100175,NO,NO,440
2012315,1080,120,BOB LAMI,MO-100177,NO,NO,0
2012316,1080,140,BOB LAMI,MO-100178,NO,NO,0
2012317,790,100,BOB SETUBO,MO-100174,NO,NO,0
2012318,1035,80,OPP MATE,,NO,NO,0
2012319,1035,120,BOB LAMI,MO-100141,NO,NO,0
2012320,550,95,BOB SETUBO,MO-100174,NO,NO,0
